Timestamp,gender,What is your age group?,"How often do you plan and book leisure travel (vacations, weekend trips, etc.)?",How much do you spend on a typical trip?,What type of trips do you most enjoy? (Select up to 3),"How often do you use Social media platforms (Instagram, Facebook, TikTok) such as Facebook, Twitter, TikTok, Instagram, Youtube?","Which Social media platforms (Instagram, Facebook, TikTok) Platform do you use the most?","Have you ever come across a sponsored travel post or ad while browsing Social media platforms (Instagram, Facebook, TikTok)?",If Yes: Which platform do you recall seeing sponsored travel content on most often?,"When you see sponsored travel content, how likely are you to take the following actions?",Sponsored travel content helps me discover destinations or experiences I might not have considered otherwise?,Which sources do you typically use FIRST when starting to research a new travel destination?,Which type of travel content do you find most helpful when making booking decisions?,"When researching travel destinations or accommodations, how often do you notice that some content is labeled as 'sponsored,' 'ad,' or 'promoted'?","How much do you agree with this statement: 'I trust user-generated content (reviews, photos from other travelers) more than professionally produced travel content.'",How long does your typical travel planning process take from initial research to final booking?,On which device do you most often research and book travel?,"How often do you seek opinions from friends, family, or online communities before making a travel booking decision?",Which new travel content features would you find most helpful when planning a trip?,"Think about a recent travel booking you made. Describe how different types of content (photos, reviews, ads, recommendations) influenced your final decision. What made certain content more convincing or trustworthy to you?","Based on your experience with travel content and booking websites, what changes would make you more likely to trust and engage with travel recommendations or promotions? What frustrates you most about current travel content?",Name,Email
2025-06-12,Male,18-24,I don't plan leisure travel,$0-500,"Adventure / outdoor activities, Beach holidays, Budget travel",Mulitple times a day,Instagram,Yes,Instagram,Ignore,Disagree,"Travel booking websites (Expedia, Booking.com)",Video content showing experiences,Rarely notice,Strongly Agree,2-7 days,Smartphone,Sometimes,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_30,user1_30@example.com
2025-06-14,Male,18-24,Less than once per year,$0-500,"Luxury travel, Adventure / outdoor activities, Wellness / relaxation retreats",Mulitple times a day,Instagram,Yes,Instagram,Share,Strongly Agree,"Search engines (Google, Bing)",Video content showing experiences,Sometimes notice,Strongly Agree,Same day (within 24 hours),Smartphone,Never,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_31,user1_31@example.com
2025-06-25,Male,18-24,Less than once per year,$0-500,"Wellness / relaxation retreats, Beach holidays, Visiting friends or family",Once a day,Instagram,Yes,Instagram,Save the post,Disagree,Friends and family recommendations,Price comparisons and deals,Always notice,Strongly Agree,1-3 weeks,Smartphone,Often,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_32,user1_32@example.com
2025-03-06,Female,18-24,Once per year,$500-1000,"Budget travel, Beach holidays, Cultural / historical experiences",Mulitple times a day,TikTok,Yes,TikTok,Click link,Strongly Agree,"Social media platforms (Instagram, Facebook, TikTok)",Price comparisons and deals,Sometimes notice,Agree,2-7 days,Smartphone,Sometimes,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_33,user1_33@example.com
2025-03-27,Female,18-24,More than 4 times per year,$0-500,"City breaks, Beach holidays, Cultural / historical experiences",Once a day,TikTok,Yes,TikTok,Click link,Agree,Travel blogs and websites,Price comparisons and deals,Rarely notice,Strongly Agree,Same day (within 24 hours),Smartphone,Always,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_34,user1_34@example.com
2025-05-24,Male,25-34,2-4 times per year,$500-1000,"City breaks, Luxury travel, Beach holidays",Mulitple times a day,TikTok,Yes,TikTok,Ignore,Agree,"Travel booking websites (Expedia, Booking.com)",Price comparisons and deals,Never notice,Strongly Agree,1-3 months,Tablet,Never,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_35,user1_35@example.com
2025-05-14,Non-Binary,18-24,2-4 times per year,$0-500,"Wellness / relaxation retreats, Luxury travel, Budget travel",Once a day,Instagram,Yes,Instagram,Ignore,Strongly Agree,"Search engines (Google, Bing)",Price comparisons and deals,Rarely notice,Agree,1-3 weeks,Smartphone,Rarely,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_36,user1_36@example.com
2025-06-10,Female,18-24,2-4 times per year,$500-1000,"Beach holidays, Budget travel, Visiting friends or family",Mulitple times a day,Instagram,Yes,Instagram,Click link,Neutral,Travel blogs and websites,Price comparisons and deals,Never notice,Strongly Agree,More than 3 months,Smartphone,Rarely,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_37,user1_37@example.com
2025-05-17,Male,25-34,2-4 times per year,$0-500,"Budget travel, Visiting friends or family, City breaks",Mulitple times a day,Instagram,Yes,Instagram,Share,Agree,"Search engines (Google, Bing)",Video content showing experiences,Always notice,Strongly Agree,1-3 months,Smartphone,Always,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_38,user1_38@example.com
2025-05-10,Male,18-24,Once per year,$500-1000,"Beach holidays, City breaks, Cultural / historical experiences",Mulitple times a day,TikTok,Yes,TikTok,Share,Neutral,"Search engines (Google, Bing)",Video content showing experiences,Sometimes notice,Strongly Agree,1-3 weeks,Smartphone,Rarely,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_39,user1_39@example.com
2025-06-04,Male,18-24,Less than once per year,$0-500,"Visiting friends or family, City breaks, Cultural / historical experiences",Mulitple times a day,TikTok,Yes,TikTok,Share,Neutral,Friends and family recommendations,Video content showing experiences,Always notice,Agree,2-7 days,Smartphone,Sometimes,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_40,user1_40@example.com
2025-01-20,Male,25-34,I don't plan leisure travel,$500-1000,"Budget travel, Visiting friends or family, Beach holidays",Mulitple times a day,TikTok,Yes,TikTok,Share,Disagree,Friends and family recommendations,Video content showing experiences,Rarely notice,Strongly Agree,1-3 weeks,Smartphone,Often,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_41,user1_41@example.com
2025-03-03,Male,25-34,Less than once per year,$500-1000,"Wellness / relaxation retreats, City breaks, Cultural / historical experiences",Mulitple times a day,TikTok,Yes,TikTok,Ignore,Strongly Agree,"Travel booking websites (Expedia, Booking.com)",Video content showing experiences,Sometimes notice,Agree,More than 3 months,Tablet,Sometimes,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_42,user1_42@example.com
2025-03-29,Male,18-24,I don't plan leisure travel,$0-500,"Visiting friends or family, Cultural / historical experiences, Wellness / relaxation retreats",Mulitple times a day,Instagram,Yes,Instagram,Share,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Never notice,Strongly Agree,Same day (within 24 hours),Smartphone,Rarely,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_43,user1_43@example.com
2025-04-09,Male,18-24,More than 4 times per year,$0-500,"Budget travel, Wellness / relaxation retreats, Visiting friends or family",Mulitple times a day,TikTok,Yes,TikTok,Save the post,Strongly Agree,"Social media platforms (Instagram, Facebook, TikTok)",Price comparisons and deals,Always notice,Strongly Agree,1-3 months,Smartphone,Always,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_44,user1_44@example.com
2025-05-18,Male,18-24,2-4 times per year,$0-500,"Beach holidays, Budget travel, City breaks",Mulitple times a day,Youtube,Yes,Youtube,Share,Strongly Agree,Friends and family recommendations,Video content showing experiences,Rarely notice,Strongly Agree,More than 3 months,Smartphone,Often,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_45,user1_45@example.com
2025-04-28,Female,18-24,I don't plan leisure travel,$0-500,"Wellness / relaxation retreats, Beach holidays, Visiting friends or family",Mulitple times a day,Youtube,Yes,Youtube,Click link,Strongly Agree,Friends and family recommendations,Video content showing experiences,Always notice,Strongly Agree,More than 3 months,Smartphone,Never,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_46,user1_46@example.com
2025-03-08,Male,18-24,Once per year,$0-500,"Budget travel, Beach holidays, Wellness / relaxation retreats",Mulitple times a day,TikTok,Yes,TikTok,Ignore,Agree,"Travel booking websites (Expedia, Booking.com)",Price comparisons and deals,Sometimes notice,Strongly Agree,Same day (within 24 hours),Smartphone,Rarely,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_47,user1_47@example.com
2025-03-18,Female,18-24,Once per year,$500-1000,"Wellness / relaxation retreats, City breaks, Adventure / outdoor activities",Once a day,TikTok,Yes,TikTok,Ignore,Agree,Friends and family recommendations,High-quality photos of destinations/hotels,Sometimes notice,Agree,2-7 days,Smartphone,Often,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_48,user1_48@example.com
2025-06-17,Male,18-24,2-4 times per year,$0-500,"City breaks, Wellness / relaxation retreats, Adventure / outdoor activities",Mulitple times a day,TikTok,Yes,TikTok,Ignore,Disagree,"Travel booking websites (Expedia, Booking.com)",Video content showing experiences,Sometimes notice,Strongly Agree,1-3 weeks,Smartphone,Rarely,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_49,user1_49@example.com
2025-01-15,Non-Binary,18-24,2-4 times per year,$0-500,"Visiting friends or family, Budget travel, Cultural / historical experiences",Once a day,Instagram,Yes,Instagram,Share,Strongly Agree,"Search engines (Google, Bing)",Video content showing experiences,Rarely notice,Strongly Agree,More than 3 months,Smartphone,Always,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_50,user1_50@example.com
2025-05-31,Male,18-24,2-4 times per year,$0-500,"Budget travel, Visiting friends or family, Luxury travel",Once a day,Youtube,Yes,Youtube,Look up separately,Agree,Travel blogs and websites,Video content showing experiences,Sometimes notice,Strongly Agree,2-7 days,Smartphone,Always,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_51,user1_51@example.com
2025-02-24,Male,18-24,More than 4 times per year,$500-1000,"Adventure / outdoor activities, City breaks, Luxury travel",Once a day,TikTok,Yes,TikTok,Save the post,Disagree,Friends and family recommendations,Price comparisons and deals,Sometimes notice,Agree,Same day (within 24 hours),Smartphone,Sometimes,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_52,user1_52@example.com
2025-06-19,Non-Binary,18-24,Once per year,$500-1000,"Adventure / outdoor activities, Cultural / historical experiences, Luxury travel",Mulitple times a day,Instagram,Yes,Instagram,Look up separately,Agree,"Travel booking websites (Expedia, Booking.com)",High-quality photos of destinations/hotels,Never notice,Agree,2-7 days,Smartphone,Rarely,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_53,user1_53@example.com
2025-03-09,Female,18-24,Once per year,$500-1000,"City breaks, Budget travel, Visiting friends or family",Mulitple times a day,TikTok,Yes,TikTok,Save the post,Strongly Disagree,"Travel booking websites (Expedia, Booking.com)",Price comparisons and deals,Never notice,Strongly Agree,1-3 weeks,Smartphone,Always,Budget calculators or cost breakdowns,Reviews and photos were most influential in my decision.,Better filtering and more authentic content would improve trust.,User1_54,user1_54@example.com
